row_kind,policy,suite,task_id,task_name,episode_idx,instance_id,success,num_env_steps,error_type,source_run_group,selection_note
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0000,1,87,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0001,1,88,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0002,1,88,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,3,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0003,0,230,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,4,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0004,1,87,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,5,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0005,1,85,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,6,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0006,1,90,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,7,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0007,1,85,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0008,1,82,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,9,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0009,1,83,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
fresh_init_state,spatial_forcing,libero_spatial,0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,10,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate/0010,1,83,,layer2_full/layer2_full_48g_no_g0g7_20260519T202906Z,original_full_run
